policy,candle,fee_ab_bps,fee_ba_bps
DAHook,153,20.0,40.0
DAHook,154,21.0,39.0
DAHook,156,22.0,38.0
DAHook,158,23.0,37.0
DAHook,158,22.0,38.0
DAHook,159,23.0,37.0
DAHook,160,24.0,36.0
DAHook,161,25.0,35.0
DAHook,162,26.0,34.0
DAHook,164,27.0,33.0
DAHook,165,28.0,32.0
DAHook,165,27.0,33.0
DAHook,166,28.0,32.0
DAHook,167,29.0,31.0
DAHook,169,30.0,30.0
DAHook,169,29.0,31.0
DAHook,170,28.0,32.0
DAHook,171,27.0,33.0
DAHook,172,28.0,32.0
DAHook,172,27.0,33.0
DAHook,173,26.0,34.0
DAHook,174,27.0,33.0
DAHook,174,28.0,32.0
DAHook,175,29.0,31.0
DAHook,179,30.0,30.0
DAHook,179,31.0,29.0
DAHook,180,30.0,30.0
DAHook,181,31.0,29.0
DAHook,183,32.0,28.0
DAHook,184,33.0,27.0
DAHook,185,34.0,26.0
DAHook,187,35.0,25.0
DAHook,187,34.0,26.0
DAHook,190,33.0,27.0
DAHook,192,32.0,28.0
DAHook,193,33.0,27.0
DAHook,194,32.0,28.0
DAHook,196,33.0,27.0
DAHook,196,32.0,28.0
DAHook,199,31.0,29.0
DAHook,201,30.0,30.0
DAHook,202,29.0,31.0
DAHook,203,30.0,30.0
DAHook,203,29.0,31.0
DAHook,204,30.0,30.0
DAHook,204,29.0,31.0
DAHook,207,30.0,30.0
DAHook,207,29.0,31.0
DAHook,209,30.0,30.0
DAHook,209,29.0,31.0
DAHook,210,28.0,32.0
DAHook,212,27.0,33.0
DAHook,212,26.0,34.0
DAHook,214,27.0,33.0
DAHook,214,26.0,34.0
DAHook,216,27.0,33.0
DAHook,217,26.0,34.0
DAHook,221,25.0,35.0
DAHook,221,26.0,34.0
DAHook,222,27.0,33.0
DAHook,222,26.0,34.0
DAHook,223,27.0,33.0
DAHook,225,28.0,32.0
DAHook,226,27.0,33.0
DAHook,228,26.0,34.0
DAHook,230,27.0,33.0
DAHook,232,28.0,32.0
DAHook,233,27.0,33.0
DAHook,236,26.0,34.0
DAHook,237,27.0,33.0
DAHook,238,26.0,34.0
DAHook,239,25.0,35.0
DAHook,244,26.0,34.0
DAHook,244,25.0,35.0
DAHook,248,26.0,34.0
DAHook,252,27.0,33.0
DAHook,254,28.0,32.0
DAHook,255,29.0,31.0
DAHook,257,30.0,30.0
DAHook,258,29.0,31.0
DAHook,259,28.0,32.0
DAHook,260,29.0,31.0
DAHook,262,30.0,30.0
DAHook,263,31.0,29.0
DAHook,264,30.0,30.0
DAHook,265,29.0,31.0
DAHook,267,28.0,32.0
DAHook,270,29.0,31.0
DAHook,270,28.0,32.0
DAHook,272,27.0,33.0
DAHook,273,26.0,34.0
DAHook,276,25.0,35.0
DAHook,278,24.0,36.0
DAHook,279,25.0,35.0
DAHook,280,24.0,36.0
DAHook,281,23.0,37.0
DAHook,281,24.0,36.0
DAHook,283,25.0,35.0
DAHook,284,26.0,34.0
DAHook,285,27.0,33.0
DAHook,285,26.0,34.0
DAHook,286,27.0,33.0
DAHook,286,26.0,34.0
DAHook,286,27.0,33.0
DAHook,289,28.0,32.0
DAHook,289,27.0,33.0
DAHook,290,26.0,34.0
DAHook,292,27.0,33.0
DAHook,292,26.0,34.0
DAHook,293,27.0,33.0
DAHook,294,26.0,34.0
DAHook,294,27.0,33.0
DAHook,295,28.0,32.0
DAHook,297,29.0,31.0
DAHook,297,28.0,32.0
DAHook,299,29.0,31.0
DAHook,300,30.0,30.0
DAHook,301,29.0,31.0
DAHook,302,28.0,32.0
DAHook,303,27.0,33.0
DAHook,304,28.0,32.0
DAHook,307,29.0,31.0
DAHook,307,28.0,32.0
DAHook,308,27.0,33.0
DAHook,309,28.0,32.0
DAHook,312,27.0,33.0
DAHook,313,28.0,32.0
DAHook,313,27.0,33.0
DAHook,314,26.0,34.0
DAHook,318,25.0,35.0
DAHook,319,26.0,34.0
DAHook,320,25.0,35.0
DAHook,321,26.0,34.0
DAHook,323,27.0,33.0
DAHook,324,26.0,34.0
DAHook,325,27.0,33.0
DAHook,326,28.0,32.0
DAHook,329,29.0,31.0
DAHook,329,28.0,32.0
DAHook,331,27.0,33.0
DAHook,332,28.0,32.0
DAHook,333,29.0,31.0
DAHook,336,30.0,30.0
DAHook,337,31.0,29.0
DAHook,342,32.0,28.0
DAHook,342,31.0,29.0
DAHook,344,32.0,28.0
DAHook,344,31.0,29.0
DAHook,346,32.0,28.0
DAHook,346,31.0,29.0
DAHook,348,32.0,28.0
DAHook,348,31.0,29.0
DAHook,349,32.0,28.0
DAHook,349,31.0,29.0
DAHook,350,30.0,30.0
DAHook,352,31.0,29.0
DAHook,354,32.0,28.0
DAHook,356,33.0,27.0
DAHook,358,32.0,28.0
DAHook,360,31.0,29.0
DAHook,362,32.0,28.0
DAHook,362,31.0,29.0
DAHook,363,32.0,28.0
DAHook,363,31.0,29.0
DAHook,365,32.0,28.0
DAHook,366,33.0,27.0
DAHook,368,32.0,28.0
DAHook,370,33.0,27.0
DAHook,370,32.0,28.0
DAHook,371,31.0,29.0
DAHook,373,32.0,28.0
DAHook,373,31.0,29.0
DAHook,375,30.0,30.0
DAHook,375,29.0,31.0
DAHook,377,30.0,30.0
DAHook,378,31.0,29.0
DAHook,378,30.0,30.0
DAHook,380,31.0,29.0
DAHook,381,30.0,30.0
DAHook,382,31.0,29.0
DAHook,383,32.0,28.0
DAHook,386,31.0,29.0
DAHook,388,30.0,30.0
DAHook,391,29.0,31.0
DAHook,394,30.0,30.0
DAHook,394,29.0,31.0
DAHook,395,28.0,32.0
DAHook,399,29.0,31.0
DAHook,401,30.0,30.0
DAHook,402,31.0,29.0
DAHook,405,30.0,30.0
DAHook,406,29.0,31.0
DAHook,407,30.0,30.0
DAHook,408,31.0,29.0
DAHook,409,30.0,30.0
DAHook,410,31.0,29.0
DAHook,411,32.0,28.0
DAHook,412,31.0,29.0
DAHook,413,30.0,30.0
DAHook,413,31.0,29.0
DAHook,415,32.0,28.0
DAHook,416,33.0,27.0
DAHook,417,34.0,26.0
DAHook,418,35.0,25.0
DAHook,421,36.0,24.0
DAHook,423,35.0,25.0
DAHook,425,36.0,24.0
DAHook,426,37.0,23.0
DAHook,427,38.0,22.0
DAHook,427,37.0,23.0
DAHook,428,36.0,24.0
DAHook,429,37.0,23.0
DAHook,430,38.0,22.0
DAHook,430,37.0,23.0
DAHook,432,38.0,22.0
DAHook,433,39.0,21.0
DAHook,434,40.0,20.0
DAHook,436,39.0,21.0
DAHook,437,38.0,22.0
DAHook,437,39.0,21.0
DAHook,441,40.0,20.0
DAHook,444,39.0,21.0
DAHook,446,40.0,20.0
DAHook,447,41.0,19.0
DAHook,447,40.0,20.0
DAHook,449,41.0,19.0
DAHook,449,40.0,20.0
DAHook,450,39.0,21.0
DAHook,451,40.0,20.0
DAHook,452,39.0,21.0
DAHook,453,40.0,20.0
DAHook,453,39.0,21.0
DAHook,454,40.0,20.0
DAHook,457,41.0,19.0
DAHook,457,40.0,20.0
DAHook,458,41.0,19.0
DAHook,458,40.0,20.0
DAHook,459,39.0,21.0
DAHook,460,38.0,22.0
DAHook,461,37.0,23.0
DAHook,463,36.0,24.0
DAHook,465,37.0,23.0
DAHook,466,38.0,22.0
DAHook,466,37.0,23.0
DAHook,471,36.0,24.0
DAHook,472,37.0,23.0
DAHook,476,38.0,22.0
DAHook,477,39.0,21.0
DAHook,477,38.0,22.0
DAHook,478,37.0,23.0
DAHook,481,36.0,24.0
DAHook,482,35.0,25.0
DAHook,483,36.0,24.0
DAHook,484,35.0,25.0
DAHook,487,36.0,24.0
DAHook,487,35.0,25.0
DAHook,487,36.0,24.0
DAHook,489,37.0,23.0
DAHook,490,38.0,22.0
DAHook,490,37.0,23.0
DAHook,491,38.0,22.0
DAHook,491,37.0,23.0
DAHook,492,36.0,24.0
DAHook,492,37.0,23.0
DAHook,493,38.0,22.0
DAHook,494,39.0,21.0
DAHook,496,38.0,22.0
DAHook,497,39.0,21.0
DAHook,498,40.0,20.0
DAHook,499,41.0,19.0
DAHook,503,40.0,20.0
DAHook,504,39.0,21.0
DAHook,508,40.0,20.0
DAHook,508,39.0,21.0
DAHook,509,40.0,20.0
DAHook,509,39.0,21.0
DAHook,510,38.0,22.0
DAHook,512,37.0,23.0
DAHook,519,38.0,22.0
DAHook,519,37.0,23.0
DAHook,520,38.0,22.0
DAHook,521,39.0,21.0
DAHook,521,40.0,20.0
DAHook,522,41.0,19.0
DAHook,524,42.0,18.0
DAHook,524,41.0,19.0
DAHook,525,42.0,18.0
DAHook,525,41.0,19.0
DAHook,526,40.0,20.0
DAHook,527,41.0,19.0
DAHook,529,40.0,20.0
DAHook,530,39.0,21.0
DAHook,532,40.0,20.0
DAHook,532,39.0,21.0
DAHook,532,38.0,22.0
DAHook,534,37.0,23.0
DAHook,534,38.0,22.0
DAHook,535,39.0,21.0
DAHook,536,38.0,22.0
DAHook,537,37.0,23.0
DAHook,538,38.0,22.0
DAHook,538,37.0,23.0
DAHook,538,38.0,22.0
DAHook,539,39.0,21.0
DAHook,539,38.0,22.0
DAHook,539,39.0,21.0
DAHook,540,40.0,20.0
DAHook,540,41.0,19.0
DAHook,541,40.0,20.0
DAHook,542,41.0,19.0
DAHook,542,40.0,20.0
DAHook,542,39.0,21.0
DAHook,543,38.0,22.0
DAHook,544,39.0,21.0
DAHook,544,38.0,22.0
DAHook,545,39.0,21.0
DAHook,545,38.0,22.0
DAHook,547,37.0,23.0
DAHook,548,36.0,24.0
DAHook,549,37.0,23.0
DAHook,550,38.0,22.0
DAHook,551,39.0,21.0
DAHook,553,40.0,20.0
DAHook,553,39.0,21.0
DAHook,554,38.0,22.0
DAHook,555,39.0,21.0
DAHook,559,40.0,20.0
DAHook,560,39.0,21.0
DAHook,561,40.0,20.0
DAHook,562,41.0,19.0
DAHook,563,42.0,18.0
DAHook,563,41.0,19.0
DAHook,564,40.0,20.0
DAHook,564,39.0,21.0
DAHook,566,40.0,20.0
DAHook,566,39.0,21.0
DAHook,567,40.0,20.0
DAHook,567,39.0,21.0
DAHook,567,40.0,20.0
DAHook,568,41.0,19.0
DAHook,569,42.0,18.0
DAHook,570,41.0,19.0
DAHook,571,42.0,18.0
DAHook,571,41.0,19.0
DAHook,573,40.0,20.0
DAHook,575,39.0,21.0
DAHook,575,40.0,20.0
DAHook,576,41.0,19.0
DAHook,578,40.0,20.0
DAHook,579,41.0,19.0
DAHook,580,40.0,20.0
DAHook,581,41.0,19.0
DAHook,581,40.0,20.0
DAHook,583,41.0,19.0
DAHook,585,42.0,18.0
DAHook,587,43.0,17.0
DAHook,587,42.0,18.0
DAHook,589,41.0,19.0
DAHook,590,40.0,20.0
DAHook,591,41.0,19.0
DAHook,593,40.0,20.0
DAHook,596,39.0,21.0
DAHook,599,40.0,20.0
DAHook,600,39.0,21.0
DAHook,603,38.0,22.0
DAHook,607,39.0,21.0
DAHook,607,38.0,22.0
DAHook,609,37.0,23.0
DAHook,611,36.0,24.0
DAHook,613,37.0,23.0
DAHook,615,38.0,22.0
DAHook,615,37.0,23.0
DAHook,617,36.0,24.0
DAHook,621,35.0,25.0
DAHook,622,36.0,24.0
DAHook,622,35.0,25.0
DAHook,623,36.0,24.0
DAHook,624,35.0,25.0
DAHook,626,36.0,24.0
DAHook,628,35.0,25.0
DAHook,631,36.0,24.0
DAHook,634,37.0,23.0
DAHook,634,36.0,24.0
DAHook,635,37.0,23.0
DAHook,635,36.0,24.0
DAHook,635,35.0,25.0
DAHook,636,34.0,26.0
DAHook,637,35.0,25.0
DAHook,638,36.0,24.0
DAHook,639,37.0,23.0
DAHook,641,36.0,24.0
DAHook,649,37.0,23.0
DAHook,649,36.0,24.0
DAHook,651,35.0,25.0
DAHook,654,34.0,26.0
DAHook,655,35.0,25.0
DAHook,659,34.0,26.0
DAHook,661,35.0,25.0
DAHook,662,34.0,26.0
DAHook,664,35.0,25.0
DAHook,664,34.0,26.0
DAHook,665,35.0,25.0
DAHook,668,34.0,26.0
DAHook,673,33.0,27.0
DAHook,676,34.0,26.0
DAHook,676,33.0,27.0
DAHook,677,34.0,26.0
DAHook,680,35.0,25.0
DAHook,682,36.0,24.0
DAHook,683,37.0,23.0
DAHook,684,38.0,22.0
DAHook,685,37.0,23.0
DAHook,686,36.0,24.0
DAHook,687,35.0,25.0
DAHook,688,34.0,26.0
DAHook,690,35.0,25.0
DAHook,690,34.0,26.0
DAHook,691,33.0,27.0
DAHook,692,34.0,26.0
DAHook,694,35.0,25.0
DAHook,695,36.0,24.0
DAHook,696,37.0,23.0
DAHook,698,38.0,22.0
DAHook,698,37.0,23.0
DAHook,701,36.0,24.0
DAHook,703,37.0,23.0
DAHook,703,36.0,24.0
DAHook,706,35.0,25.0
DAHook,707,34.0,26.0
DAHook,709,33.0,27.0
DAHook,710,32.0,28.0
DAHook,711,33.0,27.0
DAHook,711,32.0,28.0
DAHook,716,31.0,29.0
DAHook,719,32.0,28.0
DAHook,720,31.0,29.0
DAHook,722,30.0,30.0
DAHook,724,31.0,29.0
DAHook,725,32.0,28.0
DAHook,727,33.0,27.0
DAHook,727,34.0,26.0
DAHook,728,35.0,25.0
DAHook,733,34.0,26.0
DAHook,735,35.0,25.0
DAHook,736,36.0,24.0
DAHook,739,37.0,23.0
DAHook,741,38.0,22.0
DAHook,744,39.0,21.0
DAHook,745,38.0,22.0
DAHook,746,37.0,23.0
DAHook,747,36.0,24.0
DAHook,748,37.0,23.0
DAHook,748,36.0,24.0
DAHook,749,37.0,23.0
DAHook,750,38.0,22.0
DAHook,752,39.0,21.0
DAHook,752,38.0,22.0
DAHook,753,37.0,23.0
DAHook,757,38.0,22.0
DAHook,757,37.0,23.0
DAHook,757,36.0,24.0
DAHook,758,35.0,25.0
DAHook,759,36.0,24.0
DAHook,762,37.0,23.0
DAHook,762,36.0,24.0
DAHook,763,35.0,25.0
DAHook,765,36.0,24.0
DAHook,766,37.0,23.0
DAHook,767,36.0,24.0
DAHook,768,35.0,25.0
DAHook,769,36.0,24.0
DAHook,769,37.0,23.0
DAHook,770,38.0,22.0
DAHook,771,39.0,21.0
DAHook,775,38.0,22.0
DAHook,776,37.0,23.0
DAHook,777,36.0,24.0
DAHook,778,35.0,25.0
DAHook,779,36.0,24.0
DAHook,781,35.0,25.0
DAHook,782,36.0,24.0
DAHook,784,37.0,23.0
DAHook,785,38.0,22.0
DAHook,789,37.0,23.0
DAHook,790,38.0,22.0
DAHook,791,37.0,23.0
DAHook,792,36.0,24.0
DAHook,793,37.0,23.0
DAHook,794,36.0,24.0
DAHook,795,37.0,23.0
DAHook,798,38.0,22.0
DAHook,801,39.0,21.0
DAHook,803,40.0,20.0
DAHook,805,41.0,19.0
DAHook,806,40.0,20.0
DAHook,807,39.0,21.0
DAHook,808,40.0,20.0
DAHook,810,41.0,19.0
DAHook,811,40.0,20.0
DAHook,812,39.0,21.0
DAHook,813,38.0,22.0
DAHook,814,39.0,21.0
DAHook,815,40.0,20.0
DAHook,816,41.0,19.0
DAHook,818,40.0,20.0
DAHook,820,41.0,19.0
DAHook,821,40.0,20.0
DAHook,821,41.0,19.0
DAHook,822,42.0,18.0
DAHook,824,43.0,17.0
DAHook,826,44.0,16.0
DAHook,827,45.0,15.0
DAHook,829,46.0,14.0
DAHook,830,47.0,13.0
DAHook,830,48.0,12.0
DAHook,831,47.0,13.0
DAHook,831,48.0,12.0
DAHook,832,49.0,11.0
DAHook,832,50.0,10.0
DAHook,833,51.0,9.0
DAHook,834,52.0,8.0
DAHook,835,51.0,9.0
DAHook,836,50.0,10.0
DAHook,837,51.0,9.0
DAHook,837,52.0,8.0
DAHook,838,53.0,7.0
DAHook,839,54.0,6.0
DAHook,839,55.0,5.0
DAHook,840,54.0,6.0
DAHook,841,53.0,7.0
DAHook,842,54.0,6.0
DAHook,842,55.0,5.0
DAHook,843,56.0,4.0
DAHook,843,55.0,5.0
DAHook,845,54.0,6.0
DAHook,846,55.0,5.0
DAHook,847,56.0,4.0
DAHook,848,57.0,3.0
DAHook,849,58.0,2.0
DAHook,849,59.0,1.0
DAHook,850,60.0,1.0
DAHook,850,59.0,2.0
DAHook,851,60.0,1.0
DAHook,851,61.0,1.0
DAHook,852,60.0,2.0
DAHook,852,59.0,3.0
DAHook,854,60.0,2.0
DAHook,855,59.0,3.0
DAHook,855,58.0,4.0
DAHook,856,59.0,3.0
DAHook,858,60.0,2.0
DAHook,858,61.0,1.0
DAHook,860,62.0,1.0
DAHook,861,63.0,1.0
DAHook,862,64.0,1.0
DAHook,862,65.0,1.0
DAHook,863,66.0,1.0
DAHook,864,67.0,1.0
DAHook,865,68.0,1.0
DAHook,867,67.0,2.0
DAHook,867,66.0,3.0
DAHook,868,67.0,2.0
DAHook,869,68.0,1.0
DAHook,871,67.0,2.0
DAHook,872,66.0,3.0
DAHook,872,65.0,4.0
DAHook,873,66.0,3.0
DAHook,873,65.0,4.0
DAHook,874,64.0,5.0
DAHook,875,65.0,4.0
DAHook,876,64.0,5.0
DAHook,877,63.0,6.0
DAHook,877,62.0,7.0
DAHook,878,63.0,6.0
DAHook,883,64.0,5.0
DAHook,884,65.0,4.0
DAHook,885,64.0,5.0
DAHook,886,63.0,6.0
DAHook,888,62.0,7.0
DAHook,888,61.0,8.0
DAHook,889,60.0,9.0
DAHook,890,61.0,8.0
DAHook,893,60.0,9.0
DAHook,894,59.0,10.0
DAHook,895,60.0,9.0
DAHook,895,59.0,10.0
DAHook,896,58.0,11.0
DAHook,897,59.0,10.0
DAHook,897,60.0,9.0
DAHook,898,61.0,8.0
DAHook,899,62.0,7.0
DAHook,900,63.0,6.0
DAHook,902,62.0,7.0
DAHook,905,61.0,8.0
DAHook,906,60.0,9.0
DAHook,907,59.0,10.0
DAHook,908,58.0,11.0
DAHook,909,57.0,12.0
DAHook,910,58.0,11.0
DAHook,912,57.0,12.0
DAHook,913,56.0,13.0
DAHook,914,57.0,12.0
DAHook,914,56.0,13.0
DAHook,916,55.0,14.0
DAHook,916,54.0,15.0
DAHook,918,53.0,16.0
DAHook,919,54.0,15.0
DAHook,919,53.0,16.0
DAHook,922,52.0,17.0
DAHook,923,53.0,16.0
DAHook,923,54.0,15.0
DAHook,926,55.0,14.0
DAHook,932,56.0,13.0
DAHook,933,57.0,12.0
DAHook,935,58.0,11.0
DAHook,935,57.0,12.0
DAHook,940,58.0,11.0
DAHook,940,57.0,12.0
DAHook,941,56.0,13.0
DAHook,942,57.0,12.0
DAHook,943,58.0,11.0
DAHook,945,59.0,10.0
DAHook,945,58.0,11.0
DAHook,945,59.0,10.0
DAHook,948,58.0,11.0
DAHook,949,57.0,12.0
DAHook,953,58.0,11.0
DAHook,955,59.0,10.0
DAHook,957,60.0,9.0
DAHook,960,61.0,8.0
DAHook,960,62.0,7.0
DAHook,961,61.0,8.0
DAHook,963,62.0,7.0
DAHook,964,63.0,6.0
DAHook,964,64.0,5.0
DAHook,965,65.0,4.0
DAHook,966,66.0,3.0
DAHook,966,65.0,4.0
DAHook,966,64.0,5.0
DAHook,967,65.0,4.0
DAHook,968,64.0,5.0
DAHook,969,65.0,4.0
DAHook,971,64.0,5.0
DAHook,972,63.0,6.0
DAHook,972,62.0,7.0
DAHook,975,61.0,8.0
DAHook,976,60.0,9.0
DAHook,976,59.0,10.0
DAHook,977,58.0,11.0
DAHook,980,59.0,10.0
DAHook,981,60.0,9.0
DAHook,981,61.0,8.0
DAHook,982,60.0,9.0
DAHook,983,61.0,8.0
DAHook,984,62.0,7.0
DAHook,985,63.0,6.0
DAHook,985,62.0,7.0
DAHook,985,63.0,6.0
DAHook,986,64.0,5.0
DAHook,987,65.0,4.0
DAHook,987,66.0,3.0
DAHook,988,65.0,4.0
DAHook,989,64.0,5.0
DAHook,991,63.0,6.0
DAHook,993,62.0,7.0
DAHook,994,61.0,8.0
DAHook,996,62.0,7.0
DAHook,998,63.0,6.0
DAHook,999,64.0,5.0
DAHook,1000,65.0,4.0
DAHook,1000,64.0,5.0
DAHook,1002,65.0,4.0
DAHook,1003,66.0,3.0
DAHook,1003,67.0,2.0
DAHook,1004,68.0,1.0
DAHook,1004,69.0,1.0
DAHook,1006,68.0,2.0
DAHook,1008,69.0,1.0
DAHook,1009,70.0,1.0
DAHook,1010,69.0,2.0
DAHook,1012,70.0,1.0
DAHook,1013,71.0,1.0
DAHook,1015,72.0,1.0
DAHook,1017,71.0,2.0
DAHook,1020,72.0,1.0
DAHook,1020,73.0,1.0
DAHook,1021,74.0,1.0
DAHook,1022,75.0,1.0
DAHook,1023,76.0,1.0
DAHook,1024,75.0,2.0
DAHook,1025,76.0,1.0
DAHook,1025,75.0,2.0
DAHook,1025,74.0,3.0
DAHook,1030,75.0,2.0
DAHook,1032,76.0,1.0
DAHook,1033,77.0,1.0
DAHook,1033,78.0,1.0
DAHook,1034,79.0,1.0
DAHook,1035,78.0,2.0
DAHook,1036,79.0,1.0
DAHook,1036,78.0,2.0
DAHook,1037,79.0,1.0
DAHook,1037,78.0,2.0
DAHook,1038,79.0,1.0
DAHook,1039,80.0,1.0
DAHook,1039,79.0,2.0
DAHook,1040,78.0,3.0
DAHook,1040,77.0,4.0
DAHook,1041,78.0,3.0
DAHook,1043,77.0,4.0
DAHook,1044,76.0,5.0
DAHook,1046,77.0,4.0
DAHook,1047,78.0,3.0
DAHook,1048,77.0,4.0
DAHook,1050,76.0,5.0
DAHook,1053,75.0,6.0
DAHook,1053,76.0,5.0
DAHook,1054,77.0,4.0
DAHook,1055,78.0,3.0
DAHook,1056,79.0,2.0
DAHook,1057,80.0,1.0
DAHook,1058,81.0,1.0
DAHook,1060,82.0,1.0
DAHook,1061,83.0,1.0
DAHook,1061,82.0,2.0
DAHook,1061,83.0,1.0
DAHook,1062,84.0,1.0
DAHook,1062,85.0,1.0
DAHook,1065,84.0,2.0
DAHook,1066,85.0,1.0
DAHook,1068,84.0,2.0
DAHook,1070,83.0,3.0
DAHook,1071,84.0,2.0
DAHook,1073,85.0,1.0
DAHook,1073,84.0,2.0
DAHook,1073,83.0,3.0
DAHook,1074,82.0,4.0
DAHook,1074,81.0,5.0
DAHook,1075,80.0,6.0
DAHook,1075,79.0,7.0
DAHook,1076,80.0,6.0
DAHook,1077,79.0,7.0
DAHook,1077,78.0,8.0
DAHook,1080,79.0,7.0
DAHook,1081,80.0,6.0
DAHook,1084,79.0,7.0
DAHook,1085,80.0,6.0
DAHook,1085,79.0,7.0
DAHook,1087,80.0,6.0
DAHook,1087,79.0,7.0
DAHook,1088,80.0,6.0
DAHook,1092,81.0,5.0
DAHook,1093,82.0,4.0
DAHook,1098,83.0,3.0
DAHook,1099,82.0,4.0
DAHook,1100,83.0,3.0
DAHook,1102,84.0,2.0
DAHook,1102,83.0,3.0
DAHook,1104,82.0,4.0
DAHook,1105,81.0,5.0
DAHook,1105,82.0,4.0
DAHook,1106,83.0,3.0
DAHook,1109,84.0,2.0
DAHook,1109,83.0,3.0
DAHook,1109,82.0,4.0
DAHook,1111,81.0,5.0
DAHook,1112,80.0,6.0
DAHook,1114,79.0,7.0
DAHook,1115,80.0,6.0
DAHook,1116,81.0,5.0
DAHook,1117,80.0,6.0
DAHook,1118,81.0,5.0
DAHook,1119,82.0,4.0
DAHook,1119,83.0,3.0
DAHook,1120,82.0,4.0
DAHook,1121,83.0,3.0
DAHook,1122,84.0,2.0
DAHook,1122,83.0,3.0
DAHook,1123,82.0,4.0
DAHook,1124,83.0,3.0
DAHook,1124,82.0,4.0
DAHook,1125,81.0,5.0
DAHook,1126,80.0,6.0
DAHook,1127,81.0,5.0
DAHook,1127,80.0,6.0
DAHook,1127,81.0,5.0
DAHook,1128,82.0,4.0
DAHook,1129,81.0,5.0
DAHook,1130,80.0,6.0
DAHook,1131,79.0,7.0
DAHook,1133,80.0,6.0
DAHook,1134,79.0,7.0
DAHook,1137,80.0,6.0
DAHook,1140,81.0,5.0
DAHook,1140,80.0,6.0
DAHook,1140,81.0,5.0
DAHook,1141,82.0,4.0
DAHook,1145,83.0,3.0
DAHook,1146,82.0,4.0
DAHook,1148,83.0,3.0
DAHook,1148,82.0,4.0
DAHook,1149,81.0,5.0
DAHook,1150,80.0,6.0
DAHook,1155,79.0,7.0
DAHook,1158,80.0,6.0
DAHook,1159,81.0,5.0
DAHook,1163,82.0,4.0
DAHook,1165,83.0,3.0
DAHook,1166,84.0,2.0
DAHook,1167,83.0,3.0
DAHook,1172,84.0,2.0
DAHook,1172,83.0,3.0
DAHook,1174,84.0,2.0
DAHook,1175,85.0,1.0
DAHook,1175,86.0,1.0
DAHook,1176,87.0,1.0
DAHook,1176,86.0,2.0
DAHook,1177,87.0,1.0
DAHook,1179,86.0,2.0
DAHook,1180,87.0,1.0
DAHook,1182,88.0,1.0
DAHook,1185,87.0,2.0
DAHook,1186,88.0,1.0
DAHook,1186,87.0,2.0
DAHook,1188,88.0,1.0
DAHook,1189,89.0,1.0
DAHook,1190,88.0,2.0
DAHook,1192,87.0,3.0
DAHook,1193,86.0,4.0
DAHook,1195,85.0,5.0
DAHook,1197,84.0,6.0
DAHook,1198,83.0,7.0
DAHook,1201,82.0,8.0
DAHook,1202,81.0,9.0
DAHook,1210,82.0,8.0
DAHook,1213,81.0,9.0
DAHook,1215,80.0,10.0
DAHook,1216,81.0,9.0
DAHook,1217,80.0,10.0
DAHook,1218,81.0,9.0
DAHook,1220,80.0,10.0
DAHook,1222,79.0,11.0
DAHook,1224,80.0,10.0
DAHook,1224,79.0,11.0
DAHook,1225,80.0,10.0
DAHook,1226,81.0,9.0
DAHook,1227,82.0,8.0
DAHook,1227,81.0,9.0
DAHook,1228,82.0,8.0
DAHook,1229,81.0,9.0
DAHook,1230,82.0,8.0
DAHook,1230,81.0,9.0
DAHook,1230,82.0,8.0
DAHook,1231,83.0,7.0
DAHook,1231,82.0,8.0
DAHook,1232,83.0,7.0
DAHook,1232,82.0,8.0
DAHook,1233,81.0,9.0
DAHook,1235,82.0,8.0
DAHook,1237,83.0,7.0
DAHook,1237,82.0,8.0
DAHook,1239,83.0,7.0
DAHook,1239,84.0,6.0
DAHook,1240,85.0,5.0
DAHook,1240,86.0,4.0
DAHook,1241,87.0,3.0
DAHook,1242,88.0,2.0
DAHook,1242,89.0,1.0
DAHook,1243,90.0,1.0
DAHook,1244,91.0,1.0
DAHook,1246,90.0,2.0
DAHook,1247,91.0,1.0
DAHook,1248,92.0,1.0
DAHook,1254,93.0,1.0
DAHook,1254,94.0,1.0
DAHook,1257,93.0,2.0
DAHook,1258,94.0,1.0
DAHook,1258,93.0,2.0
DAHook,1259,92.0,3.0
DAHook,1260,91.0,4.0
DAHook,1262,90.0,5.0
DAHook,1265,89.0,6.0
DAHook,1266,90.0,5.0
DAHook,1269,91.0,4.0
DAHook,1269,90.0,5.0
DAHook,1272,91.0,4.0
DAHook,1276,92.0,3.0
DAHook,1276,93.0,2.0
DAHook,1277,94.0,1.0
DAHook,1277,93.0,2.0
DAHook,1280,94.0,1.0
DAHook,1281,95.0,1.0
DAHook,1282,96.0,1.0
DAHook,1282,95.0,2.0
DAHook,1282,96.0,1.0
DAHook,1283,95.0,2.0
DAHook,1283,96.0,1.0
DAHook,1285,97.0,1.0
DAHook,1288,98.0,1.0
DAHook,1290,99.0,1.0
DAHook,1290,98.0,2.0
DAHook,1292,99.0,1.0
DAHook,1292,98.0,2.0
DAHook,1293,97.0,3.0
DAHook,1294,96.0,4.0
DAHook,1294,95.0,5.0
DAHook,1295,96.0,4.0
DAHook,1296,97.0,3.0
DAHook,1297,98.0,2.0
DAHook,1297,97.0,3.0
DAHook,1298,98.0,2.0
DAHook,1299,97.0,3.0
DAHook,1301,98.0,2.0
DAHook,1301,99.0,1.0
DAHook,1303,100.0,1.0
